"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.beer_4-8-6-5_4.on","Answer.beer_4-8-6-5_5.on","Answer.beer_4-8-6-5_6.on","Answer.beer_4-8-6-5_8.on","Answer.date_1-3-2-7_1.on","Answer.date_1-3-2-7_2.on","Answer.date_1-3-2-7_3.on","Answer.date_1-3-2-7_7.on","Answer.lead_4-8-6-5_4.on","Answer.lead_4-8-6-5_5.on","Answer.lead_4-8-6-5_6.on","Answer.lead_4-8-6-5_8.on","Answer.manager_1-3-2-7_1.on","Answer.manager_1-3-2-7_2.on","Answer.manager_1-3-2-7_3.on","Answer.manager_1-3-2-7_7.on","Approve","Reject"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","308XBLVESJIP1OL5YI7UPOA11DLRBF","A2XSQSDLHAE2ZA","Approved","Sun Sep 01 18:59:46 PDT 2019","Sun Sep 01 19:01:08 PDT 2019","Mon Sep 02 19:01:08 PDT 2019","Mon Sep 02 15:06:37 PDT 2019","","","82","100% (1/1)","100% (1/1)","100% (1/1)","false","false","false","true","false","true","false","false","false","false","true","false","false","true","false","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","30H4UDGLT3W0829NCFTEY9LGCU1MP7","A1G4DA61N4XPLL","Approved","Sun Sep 01 19:03:55 PDT 2019","Sun Sep 01 19:04:24 PDT 2019","Mon Sep 02 19:04:24 PDT 2019","Mon Sep 02 15:06:37 PDT 2019","","","29","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","30OG32W0SVP2TT5XF2S3HCBC3DEENJ","A1RSAU5I9NZTOP","Approved","Sun Sep 01 19:16:32 PDT 2019","Sun Sep 01 19:18:18 PDT 2019","Mon Sep 02 19:18:18 PDT 2019","Mon Sep 02 15:06:37 PDT 2019","","","106","100% (1/1)","100% (1/1)","100% (1/1)","false","false","false","true","false","false","true","false","true","false","false","false","false","false","true","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","30X31N5D644WJTGQ7T73KNVR5XLAST","A1OZN075MPLC9V","Approved","Sun Sep 01 19:06:39 PDT 2019","Sun Sep 01 19:08:26 PDT 2019","Mon Sep 02 19:08:26 PDT 2019","Mon Sep 02 15:06:37 PDT 2019","","","107","100% (1/1)","100% (1/1)","100% (1/1)","false","false","true","false","false","false","false","true","true","false","false","false","false","true","false","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","30ZX6P7VF99EFN2W7K5AM4L6XQJJ2I","A2MK7JYJLKWSIH","Approved","Sun Sep 01 19:11:49 PDT 2019","Sun Sep 01 19:12:40 PDT 2019","Mon Sep 02 19:12:40 PDT 2019","Mon Sep 02 15:06:37 PDT 2019","","","51","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","31LVTDXBL8O1EX7HPVWO3R66D7ZRL2","A23V41MRF31FE0","Approved","Sun Sep 01 19:01:38 PDT 2019","Sun Sep 01 19:02:22 PDT 2019","Mon Sep 02 19:02:22 PDT 2019","Mon Sep 02 15:06:37 PDT 2019","","","44","100% (1/1)","100% (1/1)","100% (1/1)","false","false","false","true","false","true","false","false","false","false","false","true","false","true","false","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","31QTRG6Q2UR02JY1VIHPS48NL4KYPE","A36P9RIJNZBVQD","Approved","Sun Sep 01 19:19:08 PDT 2019","Sun Sep 01 19:20:16 PDT 2019","Mon Sep 02 19:20:16 PDT 2019","Mon Sep 02 15:06:38 PDT 2019","","","68","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","324G5B4FB4MEZIYGROCZ0QNI9XW70C","A2HHSS15OIDP46","Approved","Sun Sep 01 19:06:14 PDT 2019","Sun Sep 01 19:06:53 PDT 2019","Mon Sep 02 19:06:53 PDT 2019","Mon Sep 02 15:06:38 PDT 2019","","","39","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","32VNZTT0A8I5GP0WJ3X7HA4VRL9R4E","AGNJKSH5LFKXZ","Approved","Sun Sep 01 19:15:32 PDT 2019","Sun Sep 01 19:16:06 PDT 2019","Mon Sep 02 19:16:06 PDT 2019","Mon Sep 02 15:06:38 PDT 2019","","","34","100% (1/1)","100% (1/1)","100% (1/1)","false","false","false","true","false","false","false","true","true","false","false","false","false","true","false","false"
"38RHULDV9YT298I3DK4GAQQ6CXJIWH","38LKVYAVXKZCADE6DLVQEIG7SU1JQL","Answer a survey about your opinions about an appearance","Give us your opinion about a face","survey, face, image, opinion, fast, quick, easy","$0.05","Sun Sep 01 18:58:50 PDT 2019","100","BatchId:3753862;OriginalHitTemplateId:928390912;","120","86400","Sun Sep 08 18:58:50 PDT 2019","","","32XVDSJFP0B4GV8HAHI22WDN1K9M2K","AFCL43MZY6O9P","Approved","Sun Sep 01 19:00:00 PDT 2019","Sun Sep 01 19:00:43 PDT 2019","Mon Sep 02 19:00:43 PDT 2019","Mon Sep 02 15:06:38 PDT 2019","","","43","100% (1/1)","100% (1/1)","100% (1/1)","false","false","false","true","false","true","false","false","false","false","true","false","true","false","false","false"
